TITLE,LOCATION,SECTION,RUNNINGCOUNT,TEXT
INIMICVS/2,866,2,866,inimicus
IVCVNDVS,867,2,867,iucundus
LEGIO,868,2,868,legio
MAGNITVDO,869,2,869,magnitudo
NEGLIGO,870,2,870,negligo
NIMIS,871,2,871,nimis
PAENE,872,2,872,paene
PELAGVS,873,2,873,pelagus
PRETIVM,874,2,874,pretium
RVSTICVS/2,875,2,875,rusticus
TVRPIS,876,2,876,turpis
AMICITIA,877,2,877,amicitia
ANIMAL,878,2,878,animal
APTVS,879,2,879,aptus
ARVVM,880,2,880,arvum
AVGEO,881,2,881,augeo
BENEDICO,882,2,882,benedico
CASTVS/2,883,2,883,castus
CENTVM,884,2,884,centum
CERTO/1,885,2,885,"certo, v."
CLAMOR,886,2,886,clamor
DIGITVS,887,2,887,digitus
EXISTIMO,888,2,888,existimo
FAX,889,2,889,fax
FREQVENS,890,2,890,frequens
IGNORO,891,2,891,ignoro
INTENDO,892,2,892,intendo
ITALIA/N,893,2,893,Italia
IVDICIVM,894,2,894,iudicium
MARS/N,895,2,895,Mars
OPORTET,896,2,896,oportet
POSTEA,897,2,897,postea
PRAETEREO/1,898,2,898,praetereo
ROSA,899,2,899,rosa
SECVRVS,900,2,900,securus
TANGO,901,2,901,tango
TENDO,902,2,902,tendo
VICTORIA,903,2,903,victoria
AETHER,904,2,904,aether
COMPLECTOR,906,2,906,complector
CONSEQVOR,907,2,907,consequor
DORMIO,908,2,908,dormio
FABVLA/1,909,2,909,fabula
FERE,910,2,910,fere
FORSITAN,911,2,911,forsitan
FRONS/1,912,2,912,"frons, -ntis"
HIEMS,913,2,913,hiems
INANIS,914,2,914,inanis
LACVS,915,2,915,lacus
NECESSITAS,916,2,916,necessitas
NOCTVRNVS,917,2,917,nocturnus
NOMINO,918,2,918,nomino
NVDVS,919,2,919,nudus
OLIM,920,2,920,olim
PANDO/2,921,2,921,pando
POTESTAS,922,2,922,potestas
PRAECIPVVS,923,2,923,praecipuus
PRAEDICO/2,924,2,924,"praedico, -ere"
PVDOR,925,2,925,pudor
REQVIRO,926,2,926,requiro
SENTENTIA,927,2,927,sententia
SEPELIO,928,2,928,sepelio
SVBITO,929,2,929,subito
TROIA/N,930,2,930,Troia
TVRRIS,931,2,931,turris
AGITO,932,2,932,agito
CONSTITVO,933,2,933,constituo
DENSVS,934,2,934,densus
FRVSTRA,935,2,935,frustra
HORTVS,936,2,936,hortus
INDVO,937,2,937,induo
INSIGNIS,938,2,938,insignis
MATERIA,939,2,939,materia
NIX,940,2,940,nix
PERPETVVS,941,2,941,perpetuus
PRESBYTER,942,2,942,presbyter
PRINCIPIVM,943,2,943,principium
PROPONO,944,2,944,propono
PROTINVS,945,2,945,protinus
QVATVOR,946,2,946,quattuor
QVO/2,947,2,947,quo
ROGVS,948,2,948,rogus
SACERDOS,949,2,949,sacerdos
VERGILIVS/N,950,2,950,Vergilius
AEGER/2,951,2,951,aeger
ALES/2,952,2,952,ales
AVDAX,953,2,953,audax
BLANDVS,955,2,955,blandus
CINGO,956,2,956,cingo
CONVIVIVM,957,2,957,convivium
DIRIGO,958,2,958,dirigo
EXERCEO/2,959,2,959,exerceo
FAMVLVS/1,960,2,960,famulus
FIGO,961,2,961,figo
IMITOR,962,2,962,imitor
IMPROBVS,963,2,963,improbus
INSTRVO,964,2,964,instruo
LATINVS/A,965,2,965,Latinus
LIBERO,966,2,966,libero
MEMOR,967,2,967,memor
MITIS,968,2,968,mitis
MOENIA,969,2,969,moenia
NECESSARIVS/2,970,2,970,necessarius
NEGOTIVM,971,2,971,negotium
VNIVERSVS,972,2,972,universus
ARGENTVM,975,2,975,argentum
CAECVS,976,2,976,caecus
COHORS,977,2,977,cohors
CONOR,978,2,978,conor
CREO,979,2,979,creo
EXPERIOR,980,2,980,experior
IACIO,982,2,982,iacio
IMPERO,983,2,983,impero
IVXTA/1,984,2,984,iuxta
LABORO,985,2,985,laboro
LINQVO,986,2,986,linquo
MINIMVM/1,987,2,987,minimum
OBVIVS,988,2,988,obvius
OVIS,989,2,989,ovis
PANIS,990,2,990,panis
PERCVTIO,991,2,991,percutio
PERFICIO,992,2,992,perficio
PISCIS,993,2,993,piscis
POSTVLO,994,2,994,postulo
PRAEMIVM,995,2,995,praemium
SILENTIVM,996,2,996,silentium
SOLLICITVS,997,2,997,sollicitus
SVBLIMIS,998,2,998,sublimis
CONSPICIO,999,2,999,conspicio
CVRIA,1000,2,1000,curia
CVRRVS,1001,2,1001,currus
EVENIO,1002,2,1002,evenio
FAVEO,1003,2,1003,faveo
FVR,1004,2,1004,fur
FVROR/1,1005,2,1005,"furor, n."
HABITO,1006,2,1006,habito
HONESTVS,1007,2,1007,honestus
IMPETVS,1008,2,1008,impetus
INIVRIA,1009,2,1009,iniuria
LABOR/2,1010,2,1010,"labor, v."
LATEO,1011,2,1011,lateo
LIGNVM,1012,2,1012,lignum
MENSIS,1013,2,1013,mensis
MOROR/1,1014,2,1014,moror
OFFERO,1015,2,1015,offero
PELLO,1016,2,1016,pello
PRAE/1,1017,2,1017,prae
PVLSO,1018,2,1018,pulso
QVILIBET,1019,2,1019,quilibet
QVOT/1,1020,2,1020,quot
REGINA,1021,2,1021,regina
RELIGIO,1022,2,1022,religio
REMOVEO,1023,2,1023,removeo
TACITVS,1024,2,1024,tacitus
VRGEO,1025,2,1025,urgeo
VRO,1026,2,1026,uro
VANVS,1027,2,1027,vanus
ASSIDVVS,1028,2,1028,assiduus
BARBARVS/2,1029,2,1029,barbarus
BOS,1030,2,1030,bos
CLAMO,1031,2,1031,clamo
CRAS/2,1032,2,1032,cras
CREBER,1033,2,1033,creber
CRINIS,1034,2,1034,crinis
DESINO,1035,2,1035,desino
ERROR,1036,2,1036,error
FLECTO,1037,2,1037,flecto
FLOREO,1038,2,1038,floreo
FLVCTVS,1039,2,1039,fluctus
FRIGVS,1040,2,1040,frigus
HODIE,1041,2,1041,hodie
INTERIM,1042,2,1042,interim
LVPVS,1043,2,1043,lupus
MERVS,1044,2,1044,merus
MOLES,1045,2,1045,moles
NECESSE,1046,2,1046,necesse
NERO/N,1047,2,1047,Nero
OBEO/1,1048,2,1048,obeo
OBTINEO,1049,2,1049,obtineo
ODOR,1050,2,1050,odor
PECVS/1,1051,2,1051,"pecus, -oris"
POCVLVM,1052,2,1052,poculum
PROFERO,1053,2,1053,profero
QVINQVE,1054,2,1054,quinque
REPETO,1055,2,1055,repeto
RVDIS/2,1056,2,1056,"rudis, adj."
SANVS,1057,2,1057,sanus
SENATVS,1058,2,1058,senatus
SOLLEMNIS,1059,2,1059,sollemnis
SONVS,1060,2,1060,sonus
SPECTO,1061,2,1061,specto
SVAVIS,1062,2,1062,suavis
VENEROR,1063,2,1063,veneror
VERBERO/2,1064,2,1064,verbero
VILLA,1065,2,1065,villa
VOLVNTAS,1066,2,1066,voluntas
VVLGVS,1067,2,1067,vulgus
AFFICIO,1068,2,1068,afficio
AGNOSCO,1069,2,1069,agnosco
ARBITROR,1070,2,1070,arbitror
ASPER,1071,2,1071,asper
COLLVM,1073,2,1073,collum
DESIDERO,1074,2,1074,desidero
EGREGIVS,1075,2,1075,egregius
FVLMEN,1076,2,1076,fulmen
INFELIX,1077,2,1077,infelix
INTEREA,1078,2,1078,interea
LATVS/1,1079,2,1079,"latus, n."
LIBELLVS,1080,2,1080,libellus
MORBVS,1081,2,1081,morbus
NVBES,1082,2,1082,nubes
PINGO,1083,2,1083,pingo
QVIPPE/1,1084,2,1084,quippe
QVOTIENS/2,1085,2,1085,quotiens
RAMVS,1086,2,1086,ramus
REMANEO,1087,2,1087,remaneo
SOMNIVM,1088,2,1088,somnium
SPERNO,1089,2,1089,sperno
TEMPERO,1090,2,1090,tempero
TRIBVO,1091,2,1091,tribuo
VERSO,1092,2,1092,verso
VESTIGIVM,1093,2,1093,vestigium
ADVENIO,1094,2,1094,advenio
ALO,1095,2,1095,alo
ARCVS,1096,2,1096,arcus
CARITAS,1097,2,1097,caritas
CELSVS,1098,2,1098,celsus
CIRCVM/2,1099,2,1099,circum
COLLIS,1100,2,1100,collis
DEPONO,1101,2,1101,depono
DIFFERO,1102,2,1102,differo
DIS,1103,2,1103,dis
EXSISTO,1104,2,1104,exsisto
EXSTINGVO,1105,2,1105,exstinguo
FORVM/1,1106,2,1106,forum
FRAVS,1107,2,1107,fraus
FRETVM,1108,2,1108,fretum
GEMINVS,1109,2,1109,geminus
HORREO,1110,2,1110,horreo
IMPIVS,1111,2,1111,impius
IO,1112,2,1112,io
LAVRVS,1113,2,1113,laurus
NVBO,1114,2,1114,nubo
OSCVLVM,1115,2,1115,osculum
PASTOR,1116,2,1116,pastor
PERFERO,1117,2,1117,perfero
POSTERVS,1118,2,1118,posterus
PRAEDA,1119,2,1119,praeda
PRATVM,1120,2,1120,pratum
PROFICIO,1121,2,1121,proficio
PROHIBEO,1122,2,1122,prohibeo
PVDEO,1123,2,1123,pudet
RAPIDVS,1124,2,1124,rapidus
SECRETVS,1125,2,1125,secretus
SERENVS,1126,2,1126,serenus
SINISTER,1127,2,1127,sinister
SVPREMVS,1128,2,1128,supremus
TAVRVS,1129,2,1129,taurus
TEGO,1130,2,1130,tego
TERO,1131,2,1131,tero
TERREO,1132,2,1132,terreo
VALIDVS,1133,2,1133,validus
VENTER,1134,2,1134,venter
VEREOR,1135,2,1135,vereor
VIRIDIS,1136,2,1136,viridis
CAPILLVS,1137,2,1137,capillus
CAPTIVVS/2,1138,2,1138,captivus
COMITOR,1139,2,1139,comitor
CRVDELIS,1140,2,1140,crudelis
DECEM,1141,2,1141,decem
DISCIPLINA,1142,2,1142,disciplina
EPISTOLA,1143,2,1143,epistula
FIGVRA,1144,2,1144,figura
FINIO,1145,2,1145,finio
FRIGIDVS,1146,2,1146,frigidus
GENER,1147,2,1147,gener
GRANDIS,1148,2,1148,grandis
IACTO,1149,2,1149,iacto
IMPELLO,1150,2,1150,impello
IMPENDEO,1151,2,1151,impendeo
INCERTVS,1152,2,1152,incertus
INVIDIA,1153,2,1153,invidia
LAEDO,1154,2,1154,laedo
LARGVS,1155,2,1155,largus
LIBERTAS,1156,2,1156,libertas
NEPOS/1,1157,2,1157,nepos
NITEO,1158,2,1158,niteo
NVNTIO,1159,2,1159,nuntio
PAREO,1160,2,1160,pareo
PASCO,1161,2,1161,pasco
PERAGO,1162,2,1162,perago
POMVM,1163,2,1163,pomum
PRAEFICIO,1164,2,1164,praeficio
PRAETEREA,1165,2,1165,praeterea
QVATIO,1166,2,1166,quatio
RATIS,1167,2,1167,ratis
REDVCO,1168,2,1168,reduco
REOR,1169,2,1169,reor
RVO,1170,2,1170,ruo
SOLACIVM,1171,2,1171,solacium
SVPERIOR,1172,2,1172,superior
SVSPENDO,1173,2,1173,suspendo
TER,1174,2,1174,ter
VNICVS,1175,2,1175,unicus
VELVM,1176,2,1176,velum
VERTEX,1177,2,1177,vertex
VILIS,1178,2,1178,vilis
ARA,1179,2,1179,ara
BIS,1180,2,1180,bis
CAEDO,1181,2,1181,caedo
CLASSIS,1182,2,1182,classis
CONSVETVDO,1183,2,1183,consuetudo
CONSVMO,1184,2,1184,consumo
DETRAHO,1185,2,1185,detraho
EN,1186,2,1186,en
FAS,1187,2,1187,fas
FESTINO,1188,2,1188,festino
FRVX,1189,2,1189,frux
ILLVC,1190,2,1190,illuc
INSIDIAE,1191,2,1191,insidiae
LEVO/1,1192,2,1192,levo
LIBERALIS,1193,2,1193,liberalis
LYRA,1194,2,1194,Lyra
NIVEVS,1195,2,1195,niveus
NVMERO/1,1196,2,1196,numero
PALATIVM,1197,2,1197,palatium
PERTINEO,1198,2,1198,pertineo
PHRYGIVS/A,1199,2,1199,Phrygius
PORRIGO/2,1200,2,1200,porrigo
POSCO,1201,2,1201,posco
PRAEPARO/2,1202,2,1202,praeparo
PROICIO,1203,2,1203,proicio
PROLES,1204,2,1204,proles
SPIRO,1205,2,1205,spiro
STVDIOSVS,1206,2,1206,studiosus
TERROR,1207,2,1207,terror
THALAMVS,1208,2,1208,thalamus
VTER/4,1209,2,1209,"uter, pro."
VERBER,1210,2,1210,verber
VINCIO,1211,2,1211,vincio
ADICIO,1212,2,1212,adicio
ANTRVM,1213,2,1213,antrum
ASTO,1214,2,1214,asto
AVLA/1,1215,2,1215,aula
CAVVS/2,1216,2,1216,cavus
CENSEO,1217,2,1217,censeo
CIRCVMDO,1218,2,1218,circumdo
CLERICVS,1219,2,1219,clericus
COGITATIO,1220,2,1220,cogitatio
CORONA,1221,2,1221,corona
CORRVMPO,1222,2,1222,corrumpo
CVLTVS/1,1223,2,1223,"cultus, n."
CVPIDVS,1224,2,1224,cupidus
DAMNO,1225,2,1225,damno
DIABOLVS,1226,2,1226,diabolus
DVBITO,1227,2,1227,dubito
FATEOR,1228,2,1228,fateor
FOVEO,1229,2,1229,foveo
FRVOR,1230,2,1230,fruor
ICTVS,1231,2,1231,ictus
INFRA/2,1232,2,1232,infra
NONDVM,1233,2,1233,nondum
NOTO,1234,2,1234,noto
OLEVM,1235,2,1235,oleum
OPPRIMO,1236,2,1236,opprimo
PEDES,1237,2,1237,pedes
PENETRO,1238,2,1238,penetro
PERCIPIO,1239,2,1239,percipio
PERSONA,1240,2,1240,persona
PVRPVREVS,1241,2,1241,purpureus
REMITTO,1242,2,1242,remitto
SENECTVS/1,1243,2,1243,"senectus, n."
SEPTEM,1244,2,1244,septem
SINO,1245,2,1245,sino
STATVO,1246,2,1246,statuo
TENVIS,1247,2,1247,tenuis
TORQVEO,1248,2,1248,torqueo
TVEOR,1249,2,1249,tueor
TVMVLVS,1250,2,1250,tumulus
VEHEMENS,1251,2,1251,vehemens
VIGINTI,1252,2,1252,viginti
VOLVO,1253,2,1253,volvo
ACCENDO,1254,2,1254,accendo
ADMIROR,1255,2,1255,admiror
ADOLESCENS/2,1256,2,1256,adulescens
AGRICOLA,1257,2,1257,agricola
ANVLVS,1258,2,1258,anulus
AVIDVS,1259,2,1259,avidus
CLEMENTIA,1260,2,1260,clementia
DESIDERIVM,1261,2,1261,desiderium
EFFVNDO/2,1262,2,1262,effundo
FEROX,1263,2,1263,ferox
FVLGEO,1264,2,1264,fulgeo
GREX,1265,2,1265,grex
HANNIBAL/N,1266,2,1266,Hannibal
INCIDO/1,1267,2,1267,incido (fall)
INTERDVM,1268,2,1268,interdum
LAVO/1,1269,2,1269,lavo
MEL,1270,2,1270,mel
MILITIA,1271,2,1271,militia
MODO/1,1272,2,1272,modo
MONVMENTVM,1273,2,1273,monumentum
NYMPHA,1274,2,1274,nympha
OBICIO,1275,2,1275,obicio
OBLIVISCOR,1276,2,1276,obliviscor
ODIVM,1277,2,1277,odium
PECVS/2,1278,2,1278,"pecus, -udis"
POLVS,1279,2,1279,polus
PRAESIDIVM,1280,2,1280,praesidium
RESIDO,1281,2,1281,resido
SAGITTA,1282,2,1282,sagitta
SALVVS,1283,2,1283,salvus
SERPENS,1284,2,1284,serpens
SIGNIFICO,1285,2,1285,significo
SIMVLO,1286,2,1286,simulo
SVFFICIO,1287,2,1287,sufficio
TRACTO,1288,2,1288,tracto
TRAICIO,1289,2,1289,traicio
TVMVLTVS,1290,2,1290,tumultus
TVRBO/2,1291,2,1291,"turbo, v."
VADO/2,1292,2,1292,vado
VADVM,1293,2,1293,vadum
VENDO,1294,2,1294,vendo
VIREO/2,1295,2,1295,vireo
AEDIFICO,1296,2,1296,aedifico
ALITER,1297,2,1297,aliter
ASSVETVS,1298,2,1298,assuetus
BRACHIVM,1299,2,1299,bracchium
CARO/1,1300,2,1300,caro
CARPO,1301,2,1301,carpo
CERTAMEN,1302,2,1302,certamen
CIVILIS,1303,2,1303,civilis
CONDICIO,1304,2,1304,condicio
CONSVESCO,1305,2,1305,consuesco
CVSTODIO,1306,2,1306,custodio
DECEDO/1,1307,2,1307,decedo
DELICIA/1,1308,2,1308,deliciae
DENS,1309,2,1309,dens
DILECTVS/1,1310,2,1310,dilectus
EXPENDO,1311,2,1311,expendo
EXTRA/2,1312,2,1312,extra
HAVRIO,1313,2,1313,haurio
HORTOR,1314,2,1314,hortor
HVMILIS,1315,2,1315,humilis
IANVA,1316,2,1316,ianua
IESVS/N,1317,2,1317,Iesus
INDVCO,1318,2,1318,induco
INEO/1,1319,2,1319,ineo
INSTO,1320,2,1320,insto
INTVEOR,1321,2,1321,intueor
IVVENTVS,1322,2,1322,iuventus
LENIS/2,1323,2,1323,lenis
LOCO,1324,2,1324,loco
LVCVS,1325,2,1325,lucus
MERX,1326,2,1326,merx
NEFAS,1327,2,1327,nefas
ORATOR,1328,2,1328,orator
PINGVIS,1329,2,1329,pinguis
PRIAMVS/N,1330,2,1330,Priamus
PROFVNDVS,1331,2,1331,profundus
QVATVOR,1332,2,1332,quartus
SALTVS/2,1333,2,1333,saltus
SEMEN/1,1334,2,1334,semen
SVPERVENIO,1335,2,1335,supervenio
AESTAS,1336,2,1336,aestas
ALTERNVS,1337,2,1337,alternus
ANXIVS,1338,2,1338,anxius
CLADES,1339,2,1339,clades
COMMENDO,1340,2,1340,commendo
COMMODVS,1341,2,1341,commodus
COMPLEO,1342,2,1342,compleo
CONCVRRO,1343,2,1343,concurro
DEPREHENDO,1344,2,1344,deprehendo
DESTINO,1345,2,1345,destino
DIGNOR,1346,2,1346,dignor
DOCTRINA,1347,2,1347,doctrina
EDVCO/2,1348,2,1348,educo
ERIGO,1349,2,1349,erigo
EXCEDO/1,1350,2,1350,excedo
EXORIOR,1351,2,1351,exorior
EXPEDIO,1352,2,1352,expedio
EXPLEO,1353,2,1353,expleo
EXPONO,1354,2,1354,expono
FOLIVM,1355,2,1355,folium
INCEDO/1,1356,2,1356,incedo
INFERNVS,1357,2,1357,infernus
INVITO,1358,2,1358,invito
INVITVS,1359,2,1359,invitus
IVSTITIA,1360,2,1360,iustitia
IVVENTA,1361,2,1361,iuventa
LIBET,1362,2,1362,libet
MODICVS,1363,2,1363,modicus
OBSTO,1364,2,1364,obsto
PASSVS/1,1365,2,1365,passus
POSSIDEO,1366,2,1366,possideo
PRISCVS,1367,2,1367,priscus
PROVINCIA,1368,2,1368,provincia
PRVDENS,1369,2,1369,prudens
QVIES,1370,2,1370,quies
SALVEO,1371,2,1371,salveo
SAXONES/N,1372,2,1372,Saxon
SEX,1373,2,1373,sex
SILEO,1374,2,1374,sileo
SVBDO,1375,2,1375,subdo
TORREO,1376,2,1376,torreo
VTINAM,1377,2,1377,utinam
VALLIS,1378,2,1378,valles
VAS/2,1379,2,1379,vas
VENENVM,1380,2,1380,venenum
VITO,1381,2,1381,vito
ADDVCO,1382,2,1382,adduco
ADMITTO,1383,2,1383,admitto
ADVENTVS,1384,2,1384,adventus
AER,1385,2,1385,aer
ALMVS,1386,2,1386,almus
ARRIPIO,1387,2,1387,arripio
ATER,1388,2,1388,ater
AVERTO,1389,2,1389,averto
CAERVLVS,1390,2,1390,caeruleus
CARCER,1391,2,1391,carcer
CIRCVMEO/1,1393,2,1393,circumeo
CLAVSTRVM,1394,2,1394,claustrum
CONFIDO,1395,2,1395,confido
CONSIDERO,1396,2,1396,considero
CORRIPIO,1397,2,1397,corripio
DAEMON,1398,2,1398,daemon
DISCIPVLVS,1399,2,1399,discipulus
EGEO,1400,2,1400,egeo
EMITTO,1401,2,1401,emitto
EMO,1402,2,1402,emo
ENSIS,1403,2,1403,ensis
EXCITO/1,1404,2,1404,excito
EXPELLO,1405,2,1405,expello
FOCVS,1406,2,1406,focus
FORMOSVS,1407,2,1407,formosus
FVRTVM,1408,2,1408,furtum
GREMIVM,1409,2,1409,gremium
HISPANIA/N,1410,2,1410,Hispania
HOMERVS/N,1411,2,1411,Homerus
IMMO,1412,2,1412,immo
INCENDIVM,1413,2,1413,incendium
INCVMBO,1414,2,1414,incumbo
INGRATVS,1415,2,1415,ingratus
LAETITIA,1416,2,1416,laetitia
LIS,1417,2,1417,lis
LVCTVS,1418,2,1418,luctus
LVDVS,1419,2,1419,ludus
MAEREO,1420,2,1420,maereo
MATVRVS,1421,2,1421,maturus
MESSIS,1422,2,1422,messis
NEVE/1,1423,2,1423,neu (neve)
NITIDVS,1424,2,1424,nitidus
NVPER,1425,2,1425,nuper
OCCVPO/2,1426,2,1426,occupo
OCCVRRO,1427,2,1427,occurro
OPERIO,1428,2,1428,operio
PASSIM,1429,2,1429,passim
PENDEO,1430,2,1430,pendeo
PENITVS/2,1431,2,1431,penitus
PRAEFERO,1432,2,1432,praefero
REPENTE,1433,2,1433,repente
RESISTO,1434,2,1434,resisto
RVINA,1435,2,1435,ruina
SAMSON/N,1436,2,1436,Samson
STATVS/2,1437,2,1437,status
STVLTVS,1438,2,1438,stultus
TEMPESTAS,1439,2,1439,tempestas
TRANSFERO,1440,2,1440,transfero
VBER/2,1441,2,1441,uber
VELOX,1442,2,1442,velox
VERITAS,1443,2,1443,veritas
VESPER,1444,2,1444,vesper
VETVSTAS,1445,2,1445,vetustas
ABVNDO,1446,2,1446,abundo
ALTAR,1447,2,1447,altaria
APPONO,1448,2,1448,appono
CONTENTVS/1,1450,2,1450,contentus
CVLTVS/2,1451,2,1451,"cultus, adj."
DEVOVEO,1452,2,1452,devoveo
DIRVS,1453,2,1453,dirus
EPVLAE,1454,2,1454,epulae
FAMILIA,1455,2,1455,familia
FERIO,1456,2,1456,ferio
FIRMO,1457,2,1457,firmo
FRONS/2,1458,2,1458,"frons, -ndis"
GENA,1459,2,1459,gena
HABITVS/1,1460,2,1460,habitus
HORRIDVS,1461,2,1461,horridus
IBIDEM,1462,2,1462,ibidem
INITIVM,1463,2,1463,initium
CAROLVS/N,1464,2,1464,Karolus
LAR/N,1465,2,1465,Lar
LIGO/2,1466,2,1466,"ligo, v."
LVCEO,1467,2,1467,luceo
MEDITOR,1468,2,1468,meditor
MVNIO/2,1469,2,1469,munio
MVRMVR,1470,2,1470,murmur
OBSCVRVS,1471,2,1471,obscurus
ONERO,1472,2,1472,onero
ORA,1473,2,1473,ora
PLAVDO,1474,2,1474,plaudo
PLEBS,1475,2,1475,plebs
PONS,1476,2,1476,pons
PORTVS,1477,2,1477,portus
POSTREMVS,1478,2,1478,postremus
POTVS/2,1479,2,1479,potus
PRAESENTIA/1,1480,2,1480,praesentia
PROPINQVVS,1481,2,1481,propinquus
PROSPER,1482,2,1482,prosperus
RELIGIOSVS,1483,2,1483,religiosus
REVS,1484,2,1484,reus
RIVVS,1485,2,1485,rivus
ROBVR,1486,2,1486,robur
ROTA,1487,2,1487,rota
RVBEO,1488,2,1488,rubeo
RVPES,1489,2,1489,rupes
SOLITVDO,1490,2,1490,solitudo
SVBICIO,1491,2,1491,subicio
SVSPICIO/2,1492,2,1492,"suspicio, v."
TITVLVS,1493,2,1493,titulus
VTILITAS,1494,2,1494,utilitas
VVLGO/1,1495,2,1495,"vulgo, v."
ADHIBEO,1496,2,1496,adhibeo
ADITVS,1497,2,1497,aditus
ANGVIS,1498,2,1498,anguis
ANTEQVAM,1499,2,1499,antequam
CERVIX,1500,2,1500,cervix
CHARTA,1501,2,1501,charta
COLVMNA,1502,2,1502,columna
CRVX,1503,2,1503,crux
DECERNO,1504,2,1504,decerno
DESPICIO,1505,2,1505,despicio
DISCRIMEN,1506,2,1506,discrimen
ETSI/2,1507,2,1507,etsi
EXIGVVS,1508,2,1508,exiguus
FALLAX,1509,2,1509,fallax
FIDVS,1510,2,1510,fidus
FIRMVS,1511,2,1511,firmus
HERES,1512,2,1512,heres
IMMORTALIS,1513,2,1513,immortalis
IMPEDIO,1514,2,1514,impedio
INSVLA,1515,2,1515,insula
IVVENCVS/1,1516,2,1516,iuvencus
LETVM,1517,2,1517,letum
M/N,1518,2,1518,M.
MANES,1519,2,1519,manes
MERGO,1520,2,1520,mergo
MISEROR,1521,2,1521,miseror
NAVIGO,1522,2,1522,navigo
OSTIVM,1523,2,1523,ostium
PALLEO,1524,2,1524,palleo
PAPA,1525,2,1525,Papa
PAVLVS/N,1526,2,1526,Paulus
PENATES/N,1527,2,1527,Penates
PERSEQVOR,1528,2,1528,persequor
PLANVS/2,1529,2,1529,planus
PRIVATVS,1530,2,1530,privatus
QVAESO,1531,2,1531,quaeso
RECENS/1,1532,2,1532,recens
RVMOR,1533,2,1533,rumor
SALTEM,1534,2,1534,saltem
SERTVM,1535,2,1535,sertum
SIMVLACRVM,1536,2,1536,simulacrum
VASTVS,1537,2,1537,vastus
VETO,1538,2,1538,veto
VISO,1539,2,1539,viso
ABSOLVO,1540,2,1540,absolvo
AESTIMO,1541,2,1541,aestimo
AESTVS,1542,2,1542,aestus
AMARVS,1543,2,1543,amarus
AMBVLO,1544,2,1544,ambulo
ANTEA,1545,2,1545,antea
ARDOR,1546,2,1546,ardor
ARDVVS,1547,2,1547,arduus
BENIGNVS,1548,2,1548,benignus
BESTIA,1549,2,1549,bestia
CASTELLVM,1551,2,1551,castellum
CELLA,1553,2,1553,cella
COMPERIO,1554,2,1554,comperio
CONCIPIO,1555,2,1555,concipio
CONIVNGO,1556,2,1556,coniungo
CVBILE,1557,2,1557,cubile
DEICIO,1558,2,1558,deicio
DESPERO,1559,2,1559,despero
EFFERO/2,1560,2,1560,effero
ELOQVENTIA,1561,2,1561,eloquentia
EXIGO,1562,2,1562,exigo
FLVVIVS,1563,2,1563,fluvius
GRAMEN,1565,2,1565,gramen
GVRGES,1566,2,1566,gurges
HAEREO,1567,2,1567,haereo
HISPANVS/A,1568,2,1568,Hisparius (Hispanus?)
INDIGNVS,1569,2,1569,indignus
INDVS/A,1570,2,1570,Indus
INICIO,1571,2,1571,inicio
IOCVS,1572,2,1572,iocus
IVNO/N,1573,2,1573,Iuno
LACERO,1574,2,1574,lacero
LAEVVS,1575,2,1575,laevus
LASSVS,1576,2,1576,lassus
LEGATVS,1577,2,1577,legatus
LENTVS,1578,2,1578,lentus
LIBIDO,1579,2,1579,libido
LIBO,1580,2,1580,libo
LILIVM,1581,2,1581,lilium
LIQVIDVS,1582,2,1582,liquidus
LVCIDVS,1583,2,1583,lucidus
MARMOR,1584,2,1584,marmor
MEDICVS/1,1585,2,1585,medicus
MICO,1586,2,1586,mico
MILITARIS,1587,2,1587,militaris
MISERICORDIA,1588,2,1588,misericordia
NECTO,1589,2,1589,necto
NEX,1590,2,1590,nex
NOCTV,1591,2,1591,noctu
NOVEM,1592,2,1592,novem
NVTRIO,1593,2,1593,nutrio
ONVS,1594,2,1594,onus
ORPHEVS/N,1595,2,1595,Orpheus
PALMA,1596,2,1596,palma
PENNA,1597,2,1597,penna
POTENTIA,1598,2,1598,potentia
PRAEDICO/1,1599,2,1599,"praedico, -are"
PRETIOSVS,1600,2,1600,pretiosus
QVISNAM,1601,2,1601,quisnam
REDIMO,1602,2,1602,redimo
REFICIO,1603,2,1603,reficio
REPLEO,1604,2,1604,repleo
SEGES,1605,2,1605,seges
SERVITIVM,1606,2,1606,servitium
SEVERVS,1607,2,1607,severus
SIMPLEX,1608,2,1608,simplex
SITVS/2,1609,2,1609,situs
SONITVS,1610,2,1610,sonitus
SPONS,1611,2,1611,spons
TRANSMITTO,1612,2,1612,transmitto
VERNVS,1613,2,1613,vernus
VESTIMENTVM,1614,2,1614,vestimentum
