"new_path","path","numchild","subsection_level","subsection_id","least_mindiv","book_id","new_least_mindiv","new_subsection_id"
"004W00010005001F","00DE00010005001F",0,3,"51",405,172,,51
"004W00010005001G","00DE00010005001G",0,3,"52",406,172,,52
"004W00010005001H","00DE00010005001H",0,3,"53",407,172,,53
"004W00010005001I","00DE00010005001I",0,3,"54",408,172,,54
"004W00010005001J","00DE00010005001J",0,3,"55",409,172,,55
"004W00010005001K","00DE00010005001K",0,3,"56",410,172,,56
"004W00010005001L","00DE00010005001L",0,3,"57",411,172,,57
"004W00010005001M","00DE00010005001M",0,3,"58",412,172,,58
"004W00010005001N","00DE00010005001N",0,3,"59",413,172,,59
"004W00010005001O","00DE00010005001O",0,3,"60",414,172,,60
"004W00010005001P","00DE00010005001P",0,3,"61",415,172,,61
"004W00010005001Q","00DE00010005001Q",0,3,"62",416,172,,62
"004W00010005001R","00DE00010005001R",0,3,"63",417,172,,63
"004W00010005001S","00DE00010005001S",0,3,"64",418,172,,64
"004W00010005001T","00DE00010005001T",0,3,"65",419,172,,65
"004W00010005001U","00DE00010005001U",0,3,"66",420,172,,66
"004W00010005001V","00DE00010005001V",0,3,"67",421,172,,67
"004W00010005001W","00DE00010005001W",0,3,"68",422,172,,68
"004W00010005001X","00DE00010005001X",0,3,"69",423,172,,69
"004W00010005001Y","00DE00010005001Y",0,3,"70",424,172,,70
"004W00010005001Z","00DE00010005001Z",0,3,"71",425,172,,71
"004W000100050020","00DE000100050020",0,3,"72",426,172,,72
"004W000100050021","00DE000100050021",0,3,"73",427,172,,73
"004W000100050022","00DE000100050022",0,3,"74",428,172,,74
"004W000100050023","00DE000100050023",0,3,"75",429,172,,75
"004W000100050024","00DE000100050024",0,3,"76",430,172,,76
"004W00010006","00DE00010006",86,2,"6",431,172,,6
"004W000100060001","00DE000100060001",0,3,"1",431,172,,1
